Category,Num,Name,MSB,LSB,PC
Synth Bass,PR170,Super-Basso,71,97,42
Synth Bass,PR171,Buzz Biter,71,97,43
Synth Bass,PR172,Res Cooker,71,97,44
Synth Bass,PR173,Persist Bass,71,97,45
Synth Bass,PR174,Shave Bass,71,97,46
Synth Bass,PR175,Monster Bass,71,97,47
Synth Bass,PR176,Synthwave Bass,71,97,48
Synth Bass,PR177,Wub Bass,71,97,49
Synth Bass,PR178,TB Dist Bass,71,97,50
Synth Bass,PR179,Dark Sub,71,97,51
Synth Bass,PR180,Dist.808StyleBs1,71,97,52
Synth Bass,PR181,Bit Subby,71,97,53
Synth Bass,PR182,Mod Growl Bass1,71,97,54
Synth Bass,PR183,Show Me Low,71,97,55
Synth Bass,PR184,Organ Bs,71,97,56
Synth Bass,PR185,Razor Bass Lead,71,97,57
Synth Bass,CM228,Synth Bass 1,87,86,100
Synth Bass,CM229,Synth Bass 1 w,87,86,101
Synth Bass,CM230,Warm Syn Bass,87,86,102
Synth Bass,CM231,Synth Bass 3,87,86,103
Synth Bass,CM232,Clav.Bass,87,86,104
Synth Bass,CM233,Clav.Bass w,87,86,105
Synth Bass,CM234,Hammer Bass,87,86,106
Synth Bass,CM235,Hammer Bass Atk,87,86,107
Synth Bass,CM236,Juno Sqr Bass,87,86,108
Synth Bass,CM237,MKS-50 Bass,87,86,109
Synth Bass,CM238,R&B Bass 1,87,86,110
Synth Bass,CM239,R&B Bass 1 w,87,86,111
Synth Bass,CM240,R&B Bass 1 Atk,87,86,112
Synth Bass,CM241,MC202 Bass,87,86,113
Synth Bass,CM242,Compu Bass 1,87,86,114
Synth Bass,CM243,Compu Bass 1 Atk,87,86,115
Synth Bass,CM244,Muffled Bass,87,86,116
Synth Bass,CM245,R&B Bass 2,87,86,117
Synth Bass,CM246,R&B Bass 2 w,87,86,118
Synth Bass,CM247,R&B Bass 2 Atk,87,86,119
Synth Bass,CM248,R&B Bass 3,87,86,120
Synth Bass,CM249,R&B Bass 3 w,87,86,121
Synth Bass,CM250,R&B Bass 4,87,86,122
Synth Bass,CM251,MG Bass 1,87,86,123
Synth Bass,CM252,MG Bass 1 w,87,86,124
Synth Bass,CM253,MG Bass 1 Atk,87,86,125
Synth Bass,CM254,MG Bass 2,87,86,126
Synth Bass,CM255,MG Bass 2 w,87,86,127
Synth Bass,CM256,MG Bass 3,87,86,128
Synth Bass,CM257,MG Bass 4,87,87,1
Synth Bass,CM258,MG Bass 5,87,87,2
Synth Bass,CM259,New Reso Bs 1,87,87,3
Synth Bass,CM260,New Reso Bs 1 w,87,87,4
Synth Bass,CM261,New Reso Bs 2,87,87,5
Synth Bass,CM262,Reso Bass 1,87,87,6
Synth Bass,CM263,Rubber Bass,87,87,7
Synth Bass,CM264,Reso Bass 2,87,87,8
Synth Bass,CM265,Reso Bass 3,87,87,9
Synth Bass,CM266,Reso Bass 4,87,87,10
Synth Bass,CM267,Acid Bass 1,87,87,11
Synth Bass,CM268,Acid Bass 2,87,87,12
Synth Bass,CM269,Acid Bass 3,87,87,13
Synth Bass,CM270,TB Bass 1,87,87,14
Synth Bass,CM271,TB Bass 2,87,87,15
Synth Bass,CM272,Flat Bass,87,87,16
Synth Bass,CM273,Sub Bass,87,87,17
Synth Bass,CM274,Sub Bass Atk,87,87,18
Synth Bass,CM275,Garage Bass,87,87,19
Synth Bass,CM276,Synth Bass 2,87,87,20
Synth Bass,CM277,Synth Bass 5,87,87,21
Synth Bass,CM278,Synth Bass 4,87,87,22
Synth Bass,CM279,Synth Bass 6,87,87,23
Synth Bass,CM280,Rubber Syn Bs,87,87,24
Synth Bass,CM281,Attack Pulse,87,87,25
Synth Bass,CM282,Seq Bass,87,87,26
Synth Bass,CM283,106 Bass 1,87,87,27
Synth Bass,CM284,106 Bass 2,87,87,28
Synth Bass,CM285,Juno Bass,87,87,29
Synth Bass,CM286,Filter Env Bs,87,87,30
Synth Bass,CM287,Unison Syn Bs,87,87,31
Synth Bass,CM288,Unison Syn Bs w,87,87,32
Synth Bass,CM289,Alpha Bass,87,87,33
Synth Bass,CM290,Alpha Bass w,87,87,34
Synth Bass,CM291,Detune Bs,87,87,35
Synth Bass,CM292,Detune Bs w,87,87,36
Synth Bass,CM293,Ramp Bass,87,87,37
Synth Bass,CM294,Ramp Bass Atk,87,87,38
Synth Bass,CM295,Pedal Bass 1,87,87,39
Synth Bass,CM296,Pedal Bass 2,87,87,40
Synth Bass,CM297,Compu Bass 2,87,87,41
Synth Bass,CM298,Sqr Bass w,87,87,42
Synth Bass,CM299,Modular Bs 1,87,87,43
Synth Bass,CM300,Modular Bs 2,87,87,44
Synth Bass,CM301,Synth Bass 7,87,87,45
Synth Bass,CM302,Pedal Bass 3,87,87,46
Synth Bass,CM303,Monster Bass 1,87,87,47
Synth Bass,CM304,Monster Bass 2,87,87,48
Synth Bass,CM305,Growl Bass 1,87,87,49
Synth Bass,CM306,Growl Bass 2,87,87,50
Pulsating,PR186,Ice Dust,71,97,58
Pulsating,PR187,House Moves,71,97,59
Pulsating,PR188,Chordy Wave,71,97,60
Pulsating,PR189,Fluctuations,71,97,61
Pulsating,PR190,Ripples,71,97,62
Pulsating,PR191,JP Never Dies,71,97,63
Pulsating,PR192,Byzantine Wave,71,97,64
Pulsating,PR193,Sliced Saw,71,97,65
Pulsating,PR194,Talking S&H,71,97,66
Pulsating,PR195,Pulsating Oohs,71,97,67
Pulsating,PR196,Unstable Space,71,97,68
Pulsating,PR197,ChordonBleu Reso,71,97,69
E.Organ,PR198,B.Organ,71,97,70
E.Organ,PR199,Dist B.Organ,71,97,71
E.Organ,PR200,Soft Jazz Organ,71,97,72
E.Organ,PR201,Whisper Organ,71,97,73
E.Organ,PR202,Gospel Organ,71,97,74
E.Organ,PR203,Full Draw,71,97,75
E.Organ,PR204,Lower Organ,71,97,76
E.Organ,PR205,Light Organ,71,97,77
E.Organ,PR206,Perc Jazz Organ,71,97,78
E.Organ,PR207,Perc Pop Organ,71,97,79
E.Organ,PR208,Surf's Up!,71,97,80
E.Organ,PR209,Organesque,71,97,81
E.Organ,PR210,Happy 60s,71,97,82
E.Organ,PR211,96 Years,71,97,83
E.Organ,PR212,Glory Us Rok,71,97,84
E.Organ,CM105,Organ 1,87,85,105
E.Organ,CM106,Organ 1 Rtry,87,85,106
E.Organ,CM107,Tremolo Organ,87,85,107
E.Organ,CM108,Tremolo Organ w,87,85,108
E.Organ,CM109,60s Organ,87,85,109
E.Organ,CM110,60s Organ Cho,87,85,110
E.Organ,CM111,Organ 2,87,85,111
E.Organ,CM112,Organ 2 Rtry,87,85,112
E.Organ,CM113,Ana Organ 1,87,85,113
E.Organ,CM114,Ana Organ 1 Rtry,87,85,114
